Ticket;Open Time;Type;Size;Item;Price;S / L;T / P;Close Time;Price;Commission;Taxes;Swap;Profit;;;;
1520833139;2023.03.09 17:45:01;sell;0.01;xauusd;1831.28;0.00;0.00;2023.03.09 17:56:21;1829.75;0.00;0.00;0.00;1.53;;;;
1520848456;2023.03.09 21:45:00;sell;0.01;xauusd;1831.58;0.00;0.00;2023.03.09 22:08:08;1830.08;0.00;0.00;0.00;1.50;;;;
1520852177;2023.03.09 23:00:00;sell;0.01;euraud;1.60580;0.00000;0.00000;2023.03.10 06:31:18;1.60807;0.00;0.00;-0.01;-1.50;;;;
1520853237;2023.03.09 23:45:00;sell;0.01;eurcad;1.46353;0.00000;0.00000;2023.03.10 11:57:53;1.46448;0.00;0.00;0.04;-0.69;;;;
1520854566;2023.03.10 01:01:00;buy stop;0.04;usdjpy;137.361;137.179;160.145;2023.03.10 20:59:00;134.832;cancelled;;;;;;;
1520854576;2023.03.10 01:01:00;buy stop;0.04;usdjpy;137.361;137.179;160.145;2023.03.10 20:59:00;134.831;cancelled;;;;;;;
1520855968;2023.03.10 02:12:22;sell;0.02;euraud;1.60784;0.00000;0.00000;2023.03.10 06:31:18;1.60807;0.00;0.00;0.00;-0.31;;;;
1520854603;2023.03.10 02:26:07;sell;0.04;usdjpy;135.926;136.129;112.001;2023.03.10 04:30:06;136.144;0.00;0.00;0.00;-6.40;;;;
1520854597;2023.03.10 02:26:07;sell;0.04;usdjpy;135.926;136.129;112.001;2023.03.10 04:30:06;136.144;0.00;0.00;0.00;-6.40;;;;
1520857146;2023.03.10 02:57:16;sell;0.02;eurcad;1.46559;0.00000;0.00000;2023.03.10 11:57:53;1.46446;0.00;0.00;0.00;1.63;;;;
1520857536;2023.03.10 03:02:55;sell;0.02;euraud;1.60987;0.00000;0.00000;2023.03.10 06:31:19;1.60807;0.00;0.00;0.00;2.37;;;;
1520861510;2023.03.10 05:34:50;sell;0.03;euraud;1.61189;0.00000;0.00000;2023.03.10 06:31:19;1.60807;0.00;0.00;0.00;7.55;;;;
1520868066;2023.03.10 09:00:48;sell;0.03;gbpusd;1.19500;0.00000;0.00000;2023.03.10 18:11:12;1.20812;0.00;0.00;0.00;-39.36;;;;
1520878343;2023.03.10 10:44:50;sell;0.02;eurcad;1.46759;0.00000;0.00000;2023.03.10 11:57:53;1.46449;0.00;0.00;0.00;4.48;;;;
1520882352;2023.03.10 11:37:39;sell;0.05;gbpusd;1.19703;0.00000;0.00000;2023.03.10 22:45:54;1.20220;0.00;0.00;0.00;-25.85;;;;
1520882940;2023.03.10 11:45:00;sell;0.01;xauusd;1834.37;0.00;0.00;2023.03.10 11:53:21;1832.87;0.00;0.00;0.00;1.50;;;;
1520883229;2023.03.10 11:47:59;sell;0.08;gbpusd;1.19940;0.00000;0.00000;2023.03.10 12:04:48;1.19819;0.00;0.00;0.00;9.68;;;;
1520854590;2023.03.10 12:12:31;buy;0.04;usdjpy;136.963;136.737;155.459;2023.03.10 14:03:26;136.737;0.00;0.00;0.00;-6.61;;;;
1520854600;2023.03.10 12:12:31;buy;0.04;usdjpy;136.963;136.737;155.459;2023.03.10 14:03:26;136.737;0.00;0.00;0.00;-6.61;;;;
1520887158;2023.03.10 12:23:13;sell;0.10;gbpusd;1.19906;0.00000;0.00000;2023.03.10 22:45:54;1.20221;0.00;0.00;0.00;-31.50;;;;
1520892811;2023.03.10 14:03:27;buy stop;0.04;usdjpy;136.993;136.766;155.969;2023.03.10 20:59:01;134.831;cancelled;;;;;;;
1520892806;2023.03.10 14:03:27;buy stop;0.04;usdjpy;136.993;136.766;155.969;2023.03.10 20:59:00;134.831;cancelled;;;;;;;
1520900249;2023.03.10 15:30:09;sell;0.15;gbpusd;1.20258;0.00000;0.00000;2023.03.10 15:32:21;1.20128;0.00;0.00;0.00;19.50;;;;
1520904968;2023.03.10 15:45:00;sell;0.10;gbpusd;1.20356;0.00000;0.00000;2023.03.10 22:45:55;1.20221;0.00;0.00;0.00;13.50;;;;
1520859404;2023.03.10 16:23:19;sell;0.04;usdjpy;135.804;134.674;112.223;2023.03.10 17:11:00;134.674;0.00;0.00;0.00;33.56;;;;
1520859420;2023.03.10 16:23:19;sell;0.04;usdjpy;135.804;134.506;112.223;2023.03.10 18:04:06;134.507;0.00;0.00;0.00;38.57;;;;
1520913402;2023.03.10 16:32:58;sell;0.15;gbpusd;1.20604;0.00000;0.00000;2023.03.10 16:33:46;1.20438;0.00;0.00;0.00;24.90;;;;
1520916711;2023.03.10 16:45:00;sell;0.15;gbpusd;1.20744;0.00000;0.00000;2023.03.10 22:45:55;1.20221;0.00;0.00;0.00;78.45;;;;
1520919984;2023.03.10 17:03:32;sell;0.23;gbpusd;1.20984;0.00000;0.00000;2023.03.10 18:11:12;1.20812;0.00;0.00;0.00;39.56;;;;
1520926723;2023.03.10 18:00:00;sell stop;0.03;usdjpy;134.112;134.389;88.016;2023.03.10 20:59:00;134.828;cancelled;;;;;;;
1520926807;2023.03.10 18:00:00;sell;0.01;xauusd;1863.07;0.00;0.00;2023.03.10 18:05:20;1861.53;0.00;0.00;0.00;1.54;;;;
1520927187;2023.03.10 18:04:07;sell stop;0.03;usdjpy;134.112;134.389;88.016;2023.03.10 20:59:00;134.828;cancelled;;;;;;;
1520937034;2023.03.10 20:30:00;sell;0.01;xauusd;1862.82;0.00;0.00;2023.03.10 21:38:50;1861.21;0.00;0.00;0.00;1.61;;;;
1520940628;2023.03.10 21:45:00;sell;0.01;euraud;1.61685;0.00000;0.00000;2023.03.10 22:45:55;1.61799;0.00;0.00;0.00;-0.75;;;;
